user_id,age,sex,education,primary_source_of_income,sum_of_monthly_installments,sum_of_monthly_expenses,country,signup_date,risk_score
U12356,30,Female,Bachelor,Business,25.42,611.92,Poland,2021-10-29,0.4463294600193278
U12357,23,Other,PhD,Student Aid,113.88,1105.12,Finland,2021-08-01,0.15571422640525817
U12358,33,Other,Master,Savings,460.38,175.78,Germany,2024-04-21,0.627649729559099
U12359,74,Male,High School,Student Aid,300.81,103.64,Spain,2020-11-15,0.4087387025869767
U12360,36,Female,Bachelor,Unemployment,50.16,856.38,Spain,2020-05-08,0.5424169815120781
U12361,51,Male,PhD,Retirement,443.66,21.18,Spain,2022-12-15,0.2405350335070996
U12362,68,Female,Bachelor,Business,35.57,290.42,Finland,2021-11-25,0.5292789834490934
U12363,40,Other,PhD,Savings,1052.23,287.58,Germany,2021-12-31,0.4091605441819073
U12364,43,Female,Bachelor,Business,20.51,2367.8,Finland,2021-02-06,0.6084929259798311
U12365,55,Other,High School,Student Aid,71.82,414.3,Poland,2024-11-16,0.5116024872603222
U12366,42,Female,Bachelor,Business,332.92,1163.17,Austria,2024-03-15,0.5344194382832848
U12367,33,Female,None,Business,547.8,1722.76,Netherlands,2023-02-13,0.4621836521475056
U12368,60,Male,PhD,Savings,145.77,366.21,Poland,2021-02-09,0.39437679558705774
U12369,41,Other,None,Unemployment,200.79,2047.94,Czech Republic,2020-10-27,0.2741317486929755
U12370,33,Female,PhD,Employment,927.57,1168.85,Poland,2024-04-16,0.5893714588109256
U12371,44,Other,Bachelor,Business,126.39,2959.24,Czech Republic,2021-08-20,0.45491141462430096
U12372,66,Female,Bachelor,Employment,318.98,1587.01,Poland,2020-11-14,0.376253026251135
U12373,48,Male,None,Employment,774.05,2805.81,Poland,2023-04-14,0.4633429624366503
U12374,71,Other,PhD,Business,263.65,197.07,Denmark,2025-01-22,0.5284536492863647
U12375,50,Male,Master,Savings,242.64,753.34,Finland,2022-03-24,0.4538359369074088
U12376,60,Female,PhD,Unemployment,354.56,208.67,Netherlands,2023-03-28,0.2135329269063606
U12377,58,Female,PhD,Retirement,475.37,1330.84,Czech Republic,2020-06-03,0.4016574340585826
U12378,24,Female,High School,Unemployment,205.48,471.63,France,2021-12-10,0.2743019102431021
U12379,47,Other,Master,Unemployment,174.17,1226.96,Denmark,2022-08-22,0.44480421167552964
U12380,42,Male,Bachelor,Retirement,661.3,1307.69,Spain,2022-09-20,0.440697272978878
U12381,50,Female,Bachelor,Business,119.96,992.72,France,2023-12-06,0.5907185969217437
U12382,39,Other,Master,Unemployment,451.48,3464.58,Netherlands,2022-11-26,0.49847706828158506
U12383,48,Other,PhD,Savings,160.17,371.68,Spain,2023-06-06,0.6026174727855464
U12384,34,Male,Master,Retirement,923.43,211.51,Finland,2023-09-25,0.5817779354395927
U12385,55,Female,Bachelor,Retirement,189.62,1550.94,Germany,2022-06-21,0.5045534303230874
U12386,28,Female,Master,Unemployment,176.31,1356.83,Italy,2025-01-28,0.5688766958263138
U12387,66,Female,High School,Savings,36.76,2024.45,Netherlands,2024-11-26,0.40667382906093946
U12388,44,Male,PhD,Unemployment,80.98,313.1,Sweden,2022-01-10,0.46540463324710746
U12389,53,Other,PhD,Retirement,135.39,3312.18,Finland,2020-12-17,0.2673266091998514
U12390,24,Other,Master,Savings,255.75,3374.53,Belgium,2021-08-07,0.5566546827941274
U12391,72,Female,PhD,Employment,299.57,41.99,Poland,2021-03-06,0.8092389233189459
U12392,68,Other,Bachelor,Student Aid,70.34,2923.61,Italy,2022-02-22,0.6724575570715833
U12393,71,Female,Master,Business,46.56,1663.79,France,2022-09-07,0.46821560214974633
U12394,29,Other,PhD,Student Aid,536.49,102.81,Spain,2021-10-27,0.4749865015151303
U12395,51,Other,Master,Student Aid,88.26,3855.88,France,2022-07-16,0.4467000975453065
U12396,70,Male,High School,Savings,314.02,1788.57,France,2025-02-05,0.48097976425051664
U12397,22,Male,Bachelor,Retirement,549.17,1458.28,Germany,2021-03-04,0.15787505189174494
U12398,38,Other,Master,Retirement,11.02,616.84,Netherlands,2021-05-19,0.49892968462542403
U12399,62,Female,None,Student Aid,54.75,230.54,Netherlands,2024-09-29,0.6442660730333473
U12400,47,Other,Bachelor,Unemployment,200.56,1174.07,Denmark,2023-07-24,0.6039279551752879
U12401,65,Male,Bachelor,Unemployment,25.48,1205.48,Belgium,2023-02-10,0.5797697117052013
U12402,61,Female,High School,Retirement,44.73,561.31,Germany,2025-03-14,0.40133863385283597
U12403,74,Female,Bachelor,Unemployment,33.41,829.0,Spain,2022-08-30,0.7082415954118245
U12404,67,Male,High School,Business,148.31,1864.91,Sweden,2024-04-30,0.7126589951424565
U12405,54,Female,High School,Savings,107.26,342.64,Germany,2022-01-31,0.6234861575876799
U12406,71,Male,PhD,Business,5.95,1419.95,France,2021-09-25,0.634407077344158
U12407,48,Other,None,Business,104.5,406.88,Germany,2020-04-29,0.39199032587034477
U12408,29,Male,None,Business,51.37,84.4,Netherlands,2022-04-11,0.6359006231758314
U12409,72,Other,Bachelor,Retirement,100.84,257.25,Denmark,2022-02-22,0.3667086185698166
U12410,65,Male,None,Business,441.63,1095.31,France,2021-01-29,0.5339918540950849
U12411,23,Other,Master,Employment,62.63,2018.29,Germany,2021-07-20,0.636336758624999
U12412,48,Other,Master,Savings,118.72,495.74,Belgium,2021-07-10,0.4331182677190829
U12413,48,Male,None,Retirement,334.46,7059.68,Poland,2021-09-15,0.3687688927301125
U12414,34,Female,PhD,Student Aid,125.71,2437.77,Denmark,2024-05-07,0.4712745131208115
U12415,58,Other,None,Retirement,79.27,3684.51,Italy,2020-04-21,0.3343758609362487
U12416,50,Other,High School,Savings,180.05,2055.74,Austria,2023-01-20,0.5609647083237118
U12417,55,Other,Bachelor,Student Aid,83.49,177.88,Denmark,2020-12-18,0.7352382520621681
U12418,71,Female,PhD,Unemployment,1055.28,954.66,Austria,2020-09-30,0.06469407050618498
U12419,22,Other,None,Employment,108.78,3356.85,Poland,2021-06-20,0.84242912571837
U12420,25,Female,None,Business,71.62,675.93,Spain,2024-08-27,0.4172488680900869
U12421,61,Female,PhD,Unemployment,53.82,607.84,Belgium,2024-01-17,0.4394174417945793
U12422,42,Female,None,Retirement,113.34,3709.99,Finland,2023-12-03,0.5235045354188238
U12423,19,Other,Bachelor,Unemployment,388.82,834.98,Denmark,2024-04-25,0.4214862402485009
U12424,73,Male,None,Student Aid,1704.22,471.81,Spain,2023-02-01,0.4628730263529657
U12425,62,Male,None,Unemployment,268.59,402.68,Czech Republic,2022-11-17,0.870611178099763
U12426,62,Male,Master,Student Aid,84.03,14.21,Poland,2024-07-23,0.7685419585538866
U12427,51,Other,Master,Retirement,379.64,947.36,Sweden,2021-04-20,0.42677049426301483
U12428,62,Male,Master,Student Aid,529.22,854.65,Belgium,2022-05-09,0.2922763104277165
U12429,31,Male,None,Unemployment,1249.16,1696.1,Portugal,2025-01-25,0.26822748733197666
U12430,31,Male,PhD,Unemployment,274.93,694.43,Sweden,2023-08-25,0.48477792931728697
U12431,53,Male,Bachelor,Business,29.53,509.31,Netherlands,2023-07-07,0.31734887438051573
U12432,23,Female,Bachelor,Unemployment,220.52,979.83,Italy,2023-08-01,0.5223698417622176
U12433,55,Other,Master,Student Aid,431.0,1003.39,Ireland,2024-05-04,0.7274605437873647
U12434,20,Female,None,Student Aid,531.96,1032.21,Sweden,2023-04-28,0.6364471113064794
U12435,66,Other,Bachelor,Unemployment,528.64,200.66,Poland,2022-12-15,0.46774083428506624
U12436,42,Other,Master,Unemployment,540.12,2227.74,France,2024-09-28,0.6546930980596601
U12437,32,Male,Bachelor,Retirement,129.31,1084.36,Denmark,2022-12-31,0.5336742472958168
U12438,53,Female,PhD,Unemployment,599.35,2355.26,Belgium,2024-10-25,0.5447263554166203
U12439,68,Male,High School,Retirement,554.4,2047.27,Germany,2020-12-19,0.28868332183059375
U12440,72,Female,None,Student Aid,305.85,212.86,Finland,2022-02-14,0.49701232538348405
U12441,28,Female,High School,Savings,122.83,58.15,Poland,2021-09-19,0.023019464054002958
U12442,33,Female,None,Unemployment,82.92,2423.07,France,2022-08-31,0.6812609074001201
U12443,39,Other,None,Unemployment,311.33,128.42,Portugal,2021-07-08,0.5629779541158514
U12444,62,Other,None,Student Aid,209.58,1038.92,Czech Republic,2024-01-09,0.5949384392126896
U12445,66,Female,None,Business,582.66,1267.86,Spain,2025-01-26,0.3722531211588951
U12446,72,Female,None,Retirement,264.11,186.75,Poland,2024-01-23,0.6738279230761761
U12447,27,Male,None,Retirement,161.4,496.07,Germany,2024-06-21,0.34282120626785817
U12448,28,Other,PhD,Savings,139.86,3999.32,Finland,2022-06-08,0.2593821263118692
U12449,71,Female,PhD,Employment,936.5,2490.59,Italy,2021-04-29,0.6218555958607136
U12450,49,Other,Master,Retirement,345.75,250.97,Poland,2025-01-18,0.6574745600219873
U12451,34,Other,None,Business,202.91,36.76,Finland,2024-01-03,0.41971993844519395
U12452,74,Other,Bachelor,Employment,92.03,2992.23,Czech Republic,2023-04-07,0.5377691382812059
U12453,37,Male,None,Employment,66.56,1980.05,Germany,2021-10-26,0.5997694753821531
U12454,52,Female,None,Student Aid,2407.03,2441.79,Italy,2020-07-08,0.24229505923549605
U12455,34,Female,PhD,Unemployment,577.79,145.04,Sweden,2023-06-01,0.48567420140452267
U12456,33,Male,Bachelor,Student Aid,751.23,295.74,Ireland,2024-04-08,0.3652773883760289
U12457,56,Male,PhD,Unemployment,173.52,2119.82,Sweden,2023-03-31,0.4946833134607006
U12458,61,Male,None,Savings,156.8,1312.76,Portugal,2023-11-29,0.7109032192129321
U12459,46,Male,High School,Student Aid,456.83,11.25,France,2022-02-14,0.322510839622276
U12460,24,Male,High School,Employment,35.69,668.22,Belgium,2025-01-24,0.46522412399357294
U12461,50,Male,High School,Savings,170.34,1308.8,Portugal,2021-12-05,0.5354234610481885
U12462,27,Female,Bachelor,Employment,130.69,63.21,Poland,2023-07-23,0.6692733332583725
U12463,19,Other,Bachelor,Business,78.06,1010.08,Sweden,2023-06-27,0.23698946976017027
U12464,29,Male,Master,Business,188.32,1604.46,Italy,2021-10-29,0.4036693595391888
U12465,58,Male,Bachelor,Business,139.89,308.15,Ireland,2020-05-24,0.7019125120764398
U12466,48,Female,Bachelor,Student Aid,160.41,1674.95,Germany,2021-12-20,0.5101209334159945
U12467,44,Female,High School,Savings,1921.51,1410.89,Czech Republic,2024-01-24,0.4272867716754639
U12468,20,Male,High School,Business,33.04,115.1,Austria,2023-05-17,0.6465625495042993
U12469,38,Male,Bachelor,Business,121.96,470.6,Germany,2024-10-11,0.5776397893504395
U12470,23,Other,None,Unemployment,411.73,652.67,Austria,2021-12-17,0.5291487602201405
U12471,27,Male,High School,Employment,344.71,589.77,France,2020-05-08,0.5134059149331041
U12472,58,Other,Master,Savings,6.78,1610.07,Poland,2022-12-11,0.4732035907055706
U12473,74,Male,High School,Student Aid,117.03,495.82,Portugal,2023-02-05,0.7717332078878496
U12474,21,Female,PhD,Student Aid,650.15,2846.62,Netherlands,2021-02-07,0.4739732233707326
U12475,53,Female,None,Student Aid,16.95,1433.89,Finland,2023-06-11,0.5165715523645558
U12476,28,Male,High School,Student Aid,195.29,1184.93,Poland,2022-06-18,0.5479367242013214
U12477,71,Other,High School,Student Aid,75.16,451.96,Sweden,2024-07-31,0.5401696497930969
U12478,35,Other,High School,Unemployment,955.52,1571.17,Belgium,2020-05-31,0.634247295851
U12479,20,Female,Bachelor,Business,33.76,472.18,Spain,2022-08-17,0.211170638510222
U12480,64,Female,None,Business,484.11,3560.09,Spain,2020-08-03,0.36453190705655014
U12481,64,Male,None,Unemployment,135.38,296.0,Germany,2022-08-23,0.4172709763578899
U12482,32,Female,High School,Retirement,181.42,1809.4,Spain,2024-05-17,0.4976764966824609
U12483,50,Other,PhD,Retirement,285.67,1987.99,Belgium,2023-09-10,0.4686749710233056
U12484,62,Other,High School,Employment,39.74,945.98,Austria,2020-09-04,0.2684232196628706
U12485,18,Other,High School,Student Aid,786.7,1132.24,Finland,2022-06-16,0.6325063706560162
U12486,65,Other,PhD,Employment,14.13,6630.71,France,2022-08-20,0.378249160489741
U12487,34,Female,Bachelor,Savings,285.25,879.21,France,2020-10-15,0.4181810367066454
U12488,67,Male,Master,Employment,322.83,804.1,Poland,2025-03-03,0.48489663552942325
U12489,44,Other,Bachelor,Student Aid,93.55,34.24,Finland,2020-07-24,0.3311560763632397
U12490,28,Other,None,Employment,12.97,288.18,Ireland,2024-04-22,0.42407883623424236
U12491,58,Other,Bachelor,Retirement,69.49,752.03,Denmark,2024-03-03,0.2972364013957595
U12492,56,Other,None,Student Aid,43.29,671.99,Germany,2024-06-22,0.33392646247375657
U12493,19,Male,Bachelor,Business,125.16,1639.03,Germany,2021-10-12,0.617949440006134
U12494,45,Female,High School,Employment,32.09,1905.19,Netherlands,2024-04-30,0.3686745039579027
U12495,54,Other,Bachelor,Business,334.22,231.34,Spain,2024-12-11,0.3553191816542241
U12496,23,Other,High School,Savings,23.63,876.41,Italy,2021-03-09,0.3761739302560836
U12497,65,Male,Master,Business,198.06,234.65,Finland,2020-08-17,0.3587967639366852
U12498,63,Female,PhD,Business,287.02,1617.73,Netherlands,2023-06-13,0.5368510134812529
U12499,72,Male,High School,Business,225.36,804.52,Germany,2020-07-19,0.3731635122326769
U12500,32,Male,High School,Employment,185.95,457.24,Belgium,2021-08-09,0.604717153427423
U12501,57,Female,None,Retirement,82.71,1269.38,Finland,2021-10-22,0.5896086920087021
U12502,49,Female,Bachelor,Savings,59.45,1603.01,Finland,2021-06-04,0.6051173795821966
U12503,24,Male,Bachelor,Unemployment,234.21,2032.72,Austria,2021-01-03,0.34786551787699393
U12504,18,Other,High School,Employment,313.16,2830.17,Finland,2023-11-15,0.3652277653432916
U12505,60,Male,PhD,Unemployment,265.79,918.99,Czech Republic,2021-04-27,0.46303772119213793
U12506,72,Male,High School,Unemployment,712.43,2465.67,Austria,2020-10-12,0.2898218254554962
U12507,27,Other,None,Unemployment,392.44,580.42,Finland,2024-01-28,0.518779301245663
U12508,19,Male,None,Employment,277.01,575.87,France,2020-10-31,0.48032354942505984
U12509,36,Female,High School,Retirement,648.31,1358.43,Italy,2022-12-23,0.6480372789924731
U12510,42,Other,PhD,Retirement,30.5,1183.31,Portugal,2021-02-17,0.7716832080909068
U12511,62,Male,PhD,Unemployment,232.48,1654.48,Italy,2024-12-06,0.434873035393283
U12512,31,Male,Bachelor,Business,553.68,1560.65,Poland,2022-08-31,0.4182660169441469
U12513,32,Other,None,Retirement,660.53,210.5,Germany,2021-12-15,0.37049479671529045
U12514,54,Female,Master,Business,134.5,2923.87,Denmark,2020-06-11,0.217987251462877
U12515,24,Male,Master,Student Aid,467.87,57.55,Poland,2023-02-18,0.49645560918436715
U12516,33,Female,Bachelor,Employment,358.79,1804.6,Sweden,2022-12-30,0.7277892606440858
U12517,23,Other,Master,Employment,198.63,810.58,Poland,2021-09-28,0.7244302881377986
U12518,68,Other,Master,Employment,199.92,207.07,Austria,2023-06-02,0.4644805254542521
U12519,69,Female,Master,Employment,82.71,1373.31,Czech Republic,2024-09-11,0.40829534465721484
U12520,47,Female,None,Retirement,900.05,538.1,France,2020-06-04,0.3969673170502673
U12521,26,Other,Master,Unemployment,113.84,923.3,Austria,2023-09-25,0.44524271686909017
U12522,36,Female,High School,Business,835.66,1935.8,Portugal,2023-11-05,0.37687026996474726
U12523,41,Female,None,Retirement,497.51,2326.21,Belgium,2020-10-29,0.5725191744414594
U12524,31,Female,None,Unemployment,313.36,1723.41,Poland,2020-11-08,0.34277029107857093
U12525,60,Other,High School,Savings,641.9,1468.11,Denmark,2021-12-11,0.44513916142924875
U12526,55,Other,Bachelor,Employment,37.51,2594.27,Denmark,2024-07-27,0.38863314981088504
U12527,34,Female,PhD,Retirement,187.38,10275.72,Denmark,2021-07-23,0.5411359147517476
U12528,46,Female,High School,Retirement,64.85,60.19,Czech Republic,2022-07-28,0.6656018316744449
U12529,22,Male,Master,Retirement,651.43,1745.96,Finland,2021-01-06,0.43138167602378286
U12530,26,Male,High School,Unemployment,18.46,922.17,France,2021-10-09,0.3288089295058079
U12531,42,Female,Bachelor,Unemployment,375.68,230.12,Denmark,2024-01-28,0.5908816570141464
U12532,50,Other,PhD,Business,94.59,1459.28,Finland,2020-09-06,0.16588958360612993
U12533,60,Male,None,Business,130.35,293.39,Sweden,2022-08-25,0.9278102240571098
U12534,33,Male,High School,Student Aid,46.06,748.32,Czech Republic,2021-12-29,0.35233642186795033
U12535,21,Male,Bachelor,Employment,469.83,791.72,Netherlands,2024-08-08,0.5100440456441089
U12536,67,Male,High School,Business,67.4,1687.26,Germany,2023-10-14,0.5371506449041363
U12537,62,Male,Master,Employment,22.02,5091.67,Belgium,2021-10-10,0.650529823032351
U12538,24,Male,PhD,Savings,168.6,1355.7,Poland,2020-05-01,0.7400536413898334
U12539,38,Male,None,Savings,139.64,2411.25,Poland,2022-12-13,0.3963799494102747
U12540,23,Female,High School,Business,5.88,2679.71,Spain,2022-08-19,0.5555169304166704
U12541,34,Male,PhD,Retirement,82.37,693.05,Germany,2025-01-26,0.3550615100134983
U12542,54,Male,PhD,Student Aid,100.98,790.85,Finland,2023-04-15,0.5067656524264611
U12543,55,Female,PhD,Employment,763.52,592.85,Finland,2021-04-21,0.3964409406838991
U12544,46,Male,PhD,Employment,388.2,2612.18,Denmark,2023-03-17,0.5882482742616013
U12545,53,Female,Master,Savings,686.19,948.13,Netherlands,2024-04-08,0.40638089787737286
U12546,34,Female,None,Unemployment,67.84,698.23,Czech Republic,2025-02-19,0.4506194811237556
U12547,42,Other,PhD,Business,278.75,2349.76,Denmark,2021-01-13,0.7219995677036718
U12548,33,Other,High School,Business,355.24,2711.18,Portugal,2025-02-13,0.5544520893247175
U12549,29,Female,High School,Unemployment,280.82,915.61,Finland,2024-03-29,0.6230079310566572
U12550,39,Other,None,Employment,12.39,668.1,Spain,2021-01-19,0.6371519202428857
U12551,29,Other,Master,Savings,5.46,1951.09,Denmark,2021-04-17,0.700928305410808
U12552,71,Male,Bachelor,Savings,312.33,541.68,Denmark,2021-01-27,0.48694972752697596
U12553,18,Other,High School,Savings,118.42,1596.34,Poland,2021-11-09,0.38643487732644566
U12554,26,Male,High School,Retirement,500.59,2016.43,Ireland,2021-01-14,0.7050149750402496
U12555,63,Female,PhD,Unemployment,56.45,427.76,Portugal,2021-11-18,0.7007782044964888
U12556,19,Other,PhD,Unemployment,109.28,477.05,Austria,2023-01-02,0.6485666852712447
U12557,43,Female,High School,Savings,48.09,2159.45,Ireland,2020-06-22,0.4968349882742163
U12558,40,Female,Bachelor,Retirement,136.19,71.62,Sweden,2021-09-29,0.4811417270408685
U12559,46,Female,High School,Employment,321.17,824.8,Austria,2020-05-23,0.5392324026978249
U12560,54,Male,None,Business,64.49,1424.78,Portugal,2022-02-25,0.6470055695989573
U12561,58,Male,PhD,Unemployment,59.04,3721.86,Spain,2023-06-28,0.8180364960945345
U12562,33,Female,High School,Unemployment,116.66,1867.22,Ireland,2024-03-21,0.4327633465858387
U12563,38,Female,High School,Business,760.23,560.53,France,2020-12-29,0.6824070838893332
U12564,67,Other,Bachelor,Savings,449.93,212.52,Poland,2022-05-27,0.683543487653375
U12565,68,Female,Master,Business,940.71,1895.81,Spain,2022-12-03,0.5455875633905087
U12566,33,Female,None,Business,147.8,451.19,Austria,2021-12-05,0.3539594028731051
U12567,51,Female,Bachelor,Retirement,373.2,248.12,Ireland,2021-06-07,0.563480835915774
U12568,57,Male,Bachelor,Employment,163.42,2643.61,Sweden,2022-12-11,0.638958131666705
U12569,23,Female,None,Student Aid,656.59,487.25,Finland,2020-10-03,0.6477468614210968
U12570,74,Male,None,Retirement,1071.66,3732.0,Czech Republic,2023-07-13,0.6021113064507038
U12571,56,Other,None,Unemployment,262.18,414.44,Portugal,2022-09-29,0.625866638385748
U12572,72,Male,Master,Student Aid,181.54,203.43,Czech Republic,2021-10-26,0.2975768443579604
U12573,39,Female,Bachelor,Unemployment,62.42,56.68,France,2022-09-04,0.4932665542803821
U12574,64,Other,None,Business,79.54,1149.74,Italy,2021-07-01,0.2713821724229606
U12575,69,Other,Master,Student Aid,62.28,374.01,Austria,2025-02-09,0.5083115386543211
U12576,49,Other,High School,Business,253.42,102.43,Finland,2022-12-27,0.4443782858748894
U12577,32,Female,High School,Savings,182.56,1105.44,Italy,2023-10-29,0.4858338199606935
U12578,56,Other,None,Unemployment,1019.0,246.13,Denmark,2022-03-24,0.26159410966512964
U12579,42,Female,Bachelor,Student Aid,31.0,319.46,Sweden,2021-11-26,0.42124322775740536
U12580,61,Other,Master,Unemployment,203.79,339.04,Spain,2022-08-16,0.35958991317476036
U12581,47,Other,Master,Retirement,249.26,881.41,France,2021-12-30,0.7625390307996383
U12582,71,Other,PhD,Business,257.49,732.72,Sweden,2021-10-23,0.07217090733040626
U12583,18,Other,Bachelor,Retirement,431.58,325.41,Finland,2022-10-24,0.8742996311225598
U12584,65,Female,Master,Business,345.54,726.45,Finland,2022-07-05,0.8508289802992892
U12585,59,Male,None,Employment,285.81,921.72,Czech Republic,2024-01-16,0.3930758844066077
U12586,21,Other,None,Unemployment,188.94,2057.84,Denmark,2022-07-21,0.32529468415436436
U12587,49,Female,PhD,Business,1073.97,898.62,Portugal,2021-02-02,0.6561329724401448
U12588,73,Male,PhD,Business,80.02,462.8,Netherlands,2024-06-21,0.6805924248282224
U12589,39,Male,Bachelor,Retirement,107.03,1180.58,Poland,2023-04-29,0.4408452833150391
U12590,28,Female,Bachelor,Employment,125.06,1949.07,Ireland,2023-05-25,0.5384265786284632
U12591,30,Male,PhD,Unemployment,125.24,919.32,Italy,2023-04-09,0.3015401131660017
U12592,58,Male,Master,Employment,4.22,803.35,Germany,2024-10-02,0.64089184463575
U12593,34,Female,Bachelor,Employment,847.91,37.42,Netherlands,2024-02-17,0.40869143813528874
U12594,32,Female,Bachelor,Retirement,70.92,340.49,Finland,2021-10-02,0.44028155782988504
U12595,72,Female,Bachelor,Unemployment,1.21,21.09,Italy,2020-08-13,0.44192954629748316
U12596,39,Female,Bachelor,Savings,400.16,114.33,Czech Republic,2023-08-02,0.42496171877243655
U12597,26,Female,Bachelor,Business,81.96,2076.65,Italy,2021-08-17,0.5729490928113469
U12598,70,Female,PhD,Employment,799.52,1870.45,Spain,2024-11-17,0.3620501975453568
U12599,67,Female,Master,Retirement,1170.01,378.93,Netherlands,2025-02-20,0.48065461603788223
U12600,25,Other,High School,Student Aid,10.43,1617.88,Denmark,2022-02-04,0.23256351540711717
U12601,31,Female,Bachelor,Retirement,180.16,953.81,Ireland,2023-12-29,0.7529009028394704
U12602,24,Female,Bachelor,Employment,943.96,372.16,Germany,2023-04-03,0.09274136748813239
U12603,29,Male,PhD,Retirement,240.54,0.37,Spain,2022-10-04,0.32565496111894787
U12604,23,Other,Master,Retirement,99.66,1898.55,Sweden,2022-01-25,0.453094356208578
U12605,20,Female,PhD,Student Aid,780.41,707.45,Spain,2023-03-20,0.5599788326556312
U12606,67,Male,High School,Student Aid,422.68,173.32,Czech Republic,2024-08-03,0.6588867250993278
U12607,50,Other,Master,Business,92.31,843.5,Ireland,2024-12-29,0.353114974298651
U12608,43,Other,Master,Unemployment,300.24,454.27,Italy,2022-08-04,0.6170935120263599
U12609,59,Other,High School,Retirement,20.84,494.79,Germany,2021-01-27,0.5120038960309482
U12610,21,Male,None,Employment,290.99,882.01,Germany,2024-09-01,0.3754762526617145
U12611,38,Female,Master,Unemployment,109.0,361.64,Denmark,2022-02-04,0.7655614742065602
U12612,54,Other,Bachelor,Retirement,725.02,2114.7,Denmark,2022-07-02,0.7094685874005807
U12613,65,Female,Master,Business,22.28,1738.04,Sweden,2022-02-28,0.42678152667006036
U12614,26,Other,None,Unemployment,370.47,554.84,France,2024-04-13,0.5200696805606546
U12615,74,Female,PhD,Student Aid,617.22,786.5,Italy,2022-07-10,0.4055640065387065
U12616,72,Female,Bachelor,Student Aid,714.47,430.06,Sweden,2020-07-27,0.4244170664296498
U12617,54,Other,None,Unemployment,26.75,1175.45,Netherlands,2021-04-14,0.5536803304282117
U12618,69,Other,None,Employment,814.81,296.74,Netherlands,2024-09-13,0.5745915766561893
U12619,66,Male,High School,Employment,244.19,3480.78,Austria,2021-11-21,0.5807290503786812
U12620,61,Female,High School,Retirement,25.64,706.84,Netherlands,2024-05-06,0.6438678554934135
U12621,54,Other,High School,Savings,129.64,668.5,Italy,2021-06-29,0.2708986014923913
U12622,33,Female,PhD,Savings,55.81,479.05,France,2024-04-11,0.5392998690675983
U12623,27,Other,Bachelor,Employment,627.72,1583.77,Netherlands,2023-01-19,0.5603380662558838
U12624,51,Female,None,Business,483.55,365.82,Spain,2023-06-21,0.3695916714949187
U12625,42,Female,Bachelor,Employment,44.98,455.53,Poland,2025-02-05,0.7080181058448605
U12626,70,Other,None,Employment,3.69,416.99,France,2023-07-09,0.4934729782514657
U12627,38,Female,PhD,Retirement,194.16,19.61,Italy,2020-08-04,0.38767551592424965
U12628,29,Other,PhD,Savings,530.13,83.35,Denmark,2023-01-17,0.7021868860857389
U12629,52,Other,PhD,Business,197.01,117.64,Spain,2021-03-12,0.4640100297669386
U12630,21,Male,High School,Student Aid,71.86,719.99,Germany,2023-05-11,0.7542240830379412
U12631,27,Female,PhD,Employment,67.66,114.31,Belgium,2020-05-15,0.49223741698990525
U12632,23,Female,None,Unemployment,273.83,679.67,Germany,2021-08-27,0.6844810063235953
U12633,18,Other,High School,Unemployment,293.21,84.86,Portugal,2023-11-21,0.5715780927939879
U12634,37,Other,PhD,Business,68.26,1171.71,Finland,2024-05-07,0.9336205605255516
U12635,46,Female,Master,Savings,52.65,10.56,Germany,2023-02-24,0.5899939957570164
U12636,60,Male,High School,Savings,52.83,1624.73,Austria,2023-03-03,0.565768587080318
U12637,31,Other,High School,Unemployment,142.84,185.9,Netherlands,2021-02-26,0.4677491356459457
U12638,53,Male,PhD,Employment,1082.6,254.01,Ireland,2021-11-23,0.36472683254506266
U12639,33,Female,PhD,Employment,46.39,1242.72,Netherlands,2023-05-08,0.5070344055014174
U12640,52,Other,High School,Employment,128.97,2235.61,Germany,2022-11-28,0.5434873102931584
U12641,62,Male,Master,Employment,151.27,58.22,France,2021-09-08,0.4058306971460701
U12642,49,Other,Bachelor,Employment,89.13,939.38,Belgium,2024-04-10,0.7329287747512503
U12643,29,Male,High School,Retirement,1003.18,1298.39,Portugal,2024-12-14,0.3405392066948698
U12644,60,Male,Bachelor,Unemployment,590.59,400.27,France,2021-11-20,0.5186297655398832
U12645,72,Other,None,Savings,53.3,1082.97,Belgium,2020-06-27,0.3569962029691265
U12646,64,Other,Bachelor,Student Aid,292.77,522.78,France,2024-01-14,0.713600724728895
U12647,52,Male,Bachelor,Employment,275.53,1588.58,Czech Republic,2024-03-09,0.34606638719392047
U12648,27,Female,High School,Retirement,106.88,2181.22,Finland,2025-03-15,0.4348013997771679
U12649,35,Other,None,Savings,34.19,103.62,Spain,2024-01-02,0.4688749074103577
U12650,68,Male,Master,Employment,128.11,2209.69,Ireland,2023-09-13,0.473302147656392
U12651,33,Female,None,Unemployment,502.18,197.18,Portugal,2024-05-01,0.6196082208458915
U12652,56,Female,None,Savings,53.21,64.82,Ireland,2022-05-17,0.3464082292776682
U12653,47,Other,PhD,Savings,326.77,540.8,Spain,2022-06-14,0.17521487472627845
U12654,62,Male,High School,Employment,123.86,220.56,Denmark,2023-06-24,0.2487283940555154
U12655,19,Male,Master,Employment,29.94,2290.96,Spain,2023-03-06,0.5370768225177556
U12656,74,Female,Bachelor,Retirement,632.76,448.53,Belgium,2024-05-29,0.3692031853088219
U12657,29,Male,PhD,Business,15.61,2045.27,Ireland,2023-09-19,0.8193246237090686
